Name,Release_season,Rating,Release_year,End_year
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,no data,4.14,2012,Ongoing
Initial D Second Stage,Fall ,4.14,1999,2000
Sekai-ichi Hatsukoi: Yokozawa Takafumi no Baai,no data,4.14,2014,Ongoing
Fairy Tail,Fall ,4.14,2009,2013
Teasing Master Takagi-san 3,Winter,4.14,2022,Ongoing
Omae Umasou da na Movie,no data,4.14,2010,Ongoing
Black Lagoon,Spring,4.13,2006,Ongoing
One Piece: Episode of East Blue,no data,4.13,2017,Ongoing
Baccano! Specials,no data,4.13,2008,Ongoing
Durarara!!,Winter,4.13,2010,Ongoing
TONIKAWA: Over the Moon for You OVA,no data,4.13,2021,Ongoing
Detective Conan Movie 8: Magician of the Silver Sky,no data,4.13,2004,Ongoing
Kimi ni Todoke - From Me To You,Fall ,4.13,2009,2010
Spice and Wolf,Winter,4.13,2008,Ongoing
Nisemonogatari,Winter,4.13,2012,Ongoing
Attack on Titan: The Final Season PV,no data,4.13,2020,Ongoing
High Speed! -Free! Starting Days-,no data,4.13,2015,Ongoing
One Piece: Episode of Sabo,no data,4.13,2015,Ongoing
Time of Eve,Summer,4.13,2008,2009
The Case Study of Vanitas: Part II,Winter,4.13,2022,Ongoing
The Prince of Tennis: The National Tournament - Final,no data,4.13,2008,2009
Time of Eve Movie,no data,4.13,2010,Ongoing
When Marnie Was There,no data,4.13,2014,Ongoing
Megalo Box 2: Nomad,Spring,4.13,2021,Ongoing
Baby Steps 2,Spring,4.13,2015,Ongoing
Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-,no data,4.13,2016,Ongoing
Fate/stay night: Unlimited Blade Works Prologue,no data,4.13,2014,Ongoing
Mononoke,Summer,4.13,2007,Ongoing
The Tatami Galaxy,Spring,4.13,2010,Ongoing
GATE (2016),Winter,4.13,2016,Ongoing
The Pet Girl of Sakurasou,Fall ,4.13,2012,2013
Tenchi Muyo! War on Geminar,no data,4.13,2009,2010
Terror in Resonance,Summer,4.13,2014,Ongoing
Durarara!! X2 The Third Arc,Winter,4.13,2016,Ongoing
Nura: Rise of the Youkai Clan - Demon Capital,Summer,4.13,2011,Ongoing
Full Metal Panic! The Second Raid,Summer,4.13,2005,Ongoing
Gintama: Dai Hanseikai,no data,4.13,2010,Ongoing
Berserk,Fall ,4.13,1997,1998
Durarara!! X2,Winter,4.13,2015,Ongoing
Detective Conan Movie 5: Countdown to Heaven,no data,4.13,2001,Ongoing
Noragami Aragoto OVA,no data,4.13,2015,2016
Stars Align,Fall ,4.13,2019,Ongoing
Mobile Suit Gundam 00,Fall ,4.13,2007,2008
Link Click: Marrying by Contesting,no data,4.13,2021,Ongoing
Obey Me! Celestial Ray,no data,4.13,2020,Ongoing
Lupin III: Part V,Spring,4.13,2018,Ongoing
Detective Conan Movie 22: Zero The Enforcer,no data,4.12,2018,Ongoing
Free! -Take Your Marks-,no data,4.12,2017,Ongoing
Magi: The Labyrinth of Magic,Fall ,4.12,2012,2013
ReLIFE,Summer,4.12,2016,Ongoing
Dorohedoro,Winter,4.12,2020,Ongoing
A Certain Scientific Railgun S,Spring,4.12,2013,Ongoing
Ghost in the Shell: Stand Alone Complex - Individual Eleven,no data,4.12,2006,Ongoing
Daily Lives of High School Boys,Winter,4.12,2012,Ongoing
Asobi Asobase,Summer,4.12,2018,Ongoing
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,no data,4.12,2015,Ongoing
Patema Inverted,no data,4.12,2013,Ongoing
Stand by Me Doraemon,no data,4.12,2014,Ongoing
Sekai-ichi Hatsukoi: World's Greatest First Love OVA,no data,4.12,2011,Ongoing
Magical Girl Lyrical Nanoha: The Movie 2nd A's,no data,4.12,2012,Ongoing
"The Garden of Sinners Movie 3: Ever Cry, Never Life. (Remaining Sense of Pain)",no data,4.12,2008,Ongoing
Gintama: Jump Festa 2015,no data,4.12,2015,Ongoing
Black Lagoon: Roberta's Blood Trail,no data,4.12,2010,2011
Bungo Stray Dogs,Spring,4.12,2016,Ongoing
The World God Only Knows: Goddesses Arc,Summer,4.12,2013,Ongoing
Legend of the Galactic Heroes: Die Neue These Second 1,no data,4.12,2019,Ongoing
KonoSuba – God’s blessing on this wonderful world! 2 OVA,no data,4.12,2017,Ongoing
Bakuman.,Fall ,4.12,2010,2011
Tian Bao Fuyao Lu 2nd Season,no data,4.12,2021,Ongoing
Hozuki's Coolheadedness 2nd Season,Fall ,4.12,2017,Ongoing
xxxHOLiC Shunmuki,no data,4.12,2009,Ongoing
Berserk: Golden Age Arc II - The Battle for Doldrey,no data,4.12,2012,Ongoing
Yona of the Dawn OVA,no data,4.12,2015,Ongoing
Darker than Black,Spring,4.11,2007,Ongoing
Wan Sheng Jie,no data,4.11,2020,Ongoing
Initial D,Spring,4.11,1998,Ongoing
Tsukimonogatari,no data,4.11,2014,Ongoing
Welcome to the NHK!,Summer,4.11,2006,Ongoing
One-Punch Man 2,Spring,4.11,2019,Ongoing
JoJo's Bizarre Adventure (2012),Fall ,4.11,2012,2013
Code Geass: Lelouch of the Rebellion III - Glorification,no data,4.11,2018,Ongoing
Fullmetal Alchemist: Brotherhood Specials,no data,4.11,2009,2010
Detective Conan Movie 3: The Last Magician of the Century,no data,4.11,1999,Ongoing
Free! Road to the World - Yume,no data,4.11,2019,Ongoing
Non Non Biyori Repeat,Summer,4.11,2015,Ongoing
Jormungand: Perfect Order,Fall ,4.11,2012,Ongoing
Durarara!! X2 The Second Arc,Summer,4.11,2015,Ongoing
Slam Dunk,no data,4.11,1993,1996
Aria the Origination,Winter,4.11,2008,Ongoing
Chihayafuru,Fall ,4.11,2011,2012
Sound! Euphonium 2,Fall ,4.11,2016,Ongoing
Sekai-ichi Hatsukoi: Valentine-hen,no data,4.11,2014,Ongoing
Drifters,Fall ,4.11,2016,Ongoing
Magi: Adventure of Sinbad OVA,no data,4.11,2014,2015
Promare,no data,4.11,2019,Ongoing
Castlevania,Summer,4.11,2017,Ongoing
Rurouni Kenshin: Seisouhen,no data,4.1,2001,Ongoing
Swallowed Star 2nd Season,no data,4.1,2021,Ongoing
Sekai-ichi Hatsukoi: World's Greatest First Love,Spring,4.1,2011,Ongoing
Bakemonogatari,Summer,4.1,2009,2010
Kuroko's Basketball: Tip Off,no data,4.1,2013,Ongoing
Food Wars! Toutsuki Juukketsu,no data,4.1,2017,Ongoing
The Tale of the Princess Kaguya,no data,4.1,2013,Ongoing
GATE,Summer,4.1,2015,Ongoing
KonoSuba – God's blessing on this wonderful world!,Winter,4.1,2016,Ongoing
Snow White with the Red Hair OVA,no data,4.1,2016,Ongoing
Carole & Tuesday,Spring,4.1,2019,Ongoing
K-On!!,Spring,4.1,2010,Ongoing
One Piece: Strong World - Episode 0,no data,4.1,2010,Ongoing
Yi Nian Yongheng,no data,4.1,2020,2021
Hinamatsuri,Spring,4.1,2018,Ongoing
School Rumble: 2nd Semester,Spring,4.1,2006,Ongoing
Sword Art Online: Progressive Movie 1 - Aria of a Starless Night,no data,4.1,2021,Ongoing
A Certain Scientific Railgun T,Winter,4.1,2020,Ongoing
Evangelion: 1.0 You Are (Not) Alone,no data,4.1,2007,Ongoing
Detective Conan Movie 19: The Hellfire Sunflowers,no data,4.1,2015,Ongoing
My Love Story!!,Spring,4.1,2015,Ongoing
InuYasha: Kuroi Tessaiga,no data,4.1,2008,Ongoing
Is It Wrong to Try to Pick Up Girls in a Dungeon?,Spring,4.1,2015,Ongoing
Dou Po Cangqiong 2nd Season,no data,4.1,2018,Ongoing
Working!!! Lord of the Takanashi,no data,4.1,2015,Ongoing
Classroom of the Elite,Summer,4.1,2017,Ongoing
Puella Magi Madoka Magica the Movie Part 1: Beginnings,no data,4.1,2012,Ongoing
IDOLiSH7: Second BEAT!,Spring,4.1,2020,Ongoing
Ghost in the Shell,no data,4.1,1995,Ongoing
Ace of the Diamond,Fall ,4.1,2013,2015
Kino's Journey,Spring,4.09,2003,Ongoing
Mobile Suit Gundam: Iron-Blooded Orphans,Fall ,4.09,2015,2016
"Welcome to Demon School, Iruma-kun",Fall ,4.09,2019,2020
March Comes in like a Lion,Fall ,4.09,2016,2017
Little Busters! Refrain,Fall ,4.09,2013,Ongoing
The World God Only Knows II,Spring,4.09,2011,Ongoing
Code Geass: Lelouch of the Rebellion I - Initiation,no data,4.09,2017,Ongoing
The Prince of Tennis: The National Tournament - Semifinal,no data,4.09,2007,2008
Bungo Stray Dogs: Walking Alone,no data,4.09,2017,Ongoing
Natsume's Book of Friends Movie 2,no data,4.09,2021,Ongoing
History's Strongest Disciple Kenichi OVA,no data,4.09,2012,2014
Osomatsu-san The Movie,no data,4.09,2019,Ongoing
Moribito: Guardian of the Spirit,Spring,4.09,2007,Ongoing
Kaiji - Against All Rules,Spring,4.09,2011,Ongoing
My Roommate is a Cat,Winter,4.09,2019,Ongoing
Space Dandy 2,Summer,4.09,2014,Ongoing
Somali and the Forest Spirit,Winter,4.09,2020,Ongoing
The House of Small Cubes,no data,4.09,2008,Ongoing
Tsukimichi: Moonlit Fantasy,Summer,4.09,2021,Ongoing
Hajime no Ippo: The Fighting! Special,no data,4.09,2003,Ongoing
Tokyo Magnitude 8.0,Summer,4.09,2009,Ongoing
Detective Conan Movie 10: The Private Eyes' Requiem,no data,4.09,2006,Ongoing
Gintama: Jump Festa 2005,no data,4.09,2005,Ongoing
Overlord: The Undead King,no data,4.09,2017,Ongoing
Ne Zha,no data,4.09,2019,Ongoing
Blue Period.,Fall ,4.09,2021,Ongoing
Fairy Tail Movie 2: Dragon Cry,no data,4.09,2017,Ongoing
Fire Force,Summer,4.09,2019,Ongoing
Erin,Winter,4.09,2009,Ongoing
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",Winter,4.08,2020,Ongoing
Touhou Gensou Mangekyou: The Memories of Phantasm,no data,4.08,2011,Ongoing
Haikyuu!! Lev Kenzan!,no data,4.08,2014,Ongoing
Broken Blade Movie 4: The Land of Calamity,no data,4.08,2010,Ongoing
Yowamushi Pedal,Fall ,4.08,2013,2014
Gurren Lagann Movie 1: Childhood's End,no data,4.08,2008,Ongoing
The Secret World of Arrietty,no data,4.08,2010,Ongoing
Detective Conan Movie 4: Captured In her Eyes,no data,4.08,2000,Ongoing
Working!!!,Summer,4.08,2015,Ongoing
Slayers Next,no data,4.08,1996,Ongoing
A Day Before Us 2,no data,4.08,2018,Ongoing
Detroit Metal City,no data,4.08,2008,Ongoing
Kanon (2006),Fall ,4.08,2006,2007
Silver Spoon,Summer,4.08,2013,Ongoing
Liang Bu Yi,no data,4.08,2021,Ongoing
Wu Dong Qiankun,no data,4.08,2019,Ongoing
Soul Eater,Spring,4.08,2008,2009
Aggretsuko 3,Summer,4.08,2020,Ongoing
Lupin III: The First,no data,4.08,2019,Ongoing
Attack on Titan Movie 4: Chronicle,no data,4.08,2020,Ongoing
Ling Jian Zun 4th Season,no data,4.08,2020,2021
Aggretsuko 2,Spring,4.08,2019,Ongoing
Nekomonogatari (Black),no data,4.08,2012,Ongoing
Wu Shan Wu Xing,no data,4.08,2020,Ongoing
Yaoshenji 4th Season,no data,4.08,2020,Ongoing
Bunny Drop Specials,no data,4.08,2011,2012
Mobile Suit Gundam Unicorn,no data,4.08,2010,2014
The Disappearance of Conan Edogawa: The Worst Two Days in History,no data,4.08,2014,2015
Dragon Ball Z,no data,4.08,1989,1996
The Prince of Tennis II OVA vs. Genius 10,no data,4.08,2014,2015
Tsubasa: Spring Thunder Chronicle,no data,4.08,2009,Ongoing
From Up on Poppy Hill,no data,4.08,2011,Ongoing
One-Punch Man Specials,no data,4.08,2015,2016
Initial D Legend 3: Dream,no data,4.07,2016,Ongoing
Hellsing Ultimate: Digest for Freaks,no data,4.07,2006,Ongoing
Honey and Clover II,Summer,4.07,2006,Ongoing
The Garden of Sinners: Recalled Out Summer,no data,4.07,2013,Ongoing
That Time I Got Reincarnated as a Slime OVA,no data,4.07,2019,2020
Overlord: The Dark Hero,no data,4.07,2017,Ongoing
Lovely Complex,Spring,4.07,2007,Ongoing
The Prince of Tennis: The National Tournament,no data,4.07,2006,2007
Wonder Egg Priority,Winter,4.07,2021,Ongoing
Romeo no Aoi Sora,Winter,4.07,1995,Ongoing
Sekai-ichi Hatsukoi: World's Greatest First Love - Proposal-hen,no data,4.07,2020,Ongoing
Assassination Classroom: Jump Festa 2013 Special,no data,4.07,2013,Ongoing
Broken Blade Movie 5: The Gap Between Life & Death,no data,4.07,2011,Ongoing
The Story of Saiunkoku 2nd Series,Spring,4.07,2007,2008
Thunderbolt Fantasy: Sword Seekers 2,Fall ,4.07,2018,Ongoing
The Millionaire Detective - Balance:Unlimited,Spring,4.07,2020,Ongoing
REBORN!,Fall ,4.07,2006,2010
DAKAICHI: I'm being harassed by the sexiest man of the year,Fall ,4.07,2018,Ongoing
Megalo Box,Spring,4.07,2018,Ongoing
The Wind Rises,no data,4.07,2013,Ongoing
Saint Seiya: The Lost Canvas - Meiou Shinwa 2nd Chapter,no data,4.07,2011,Ongoing
IDOLiSH7: Vibrato,Winter,4.07,2018,2019
Planetes,Fall ,4.07,2003,2004
Digimon Adventure Movie: Last Evolution Kizuna,no data,4.07,2020,Ongoing
Initial D Third Stage,no data,4.07,2001,Ongoing
Millennium Actress,no data,4.07,2001,Ongoing
Junjou Romantica,Spring,4.07,2008,Ongoing
Arifureta: From Commonplace to World's Strongest 2nd Season,Winter,4.07,2022,Ongoing
The Garden of Sinners Movie 4: Garan-no-Dou. (The Hollow Shrine),no data,4.07,2008,Ongoing
Darker than Black: Kuro no Keiyakusha Gaiden,no data,4.07,2010,Ongoing
Tower of God,Spring,4.07,2020,Ongoing
Major Movie: Yuujou no Winning Shot,no data,4.07,2008,Ongoing
Sword Art Online: Alicization - War of Underworld,Fall ,4.07,2019,Ongoing
Ponyo on the Cliff by the Sea,no data,4.07,2008,Ongoing
Girls und Panzer: Saishuushou 3,no data,4.07,2021,Ongoing
Charlotte,Summer,4.07,2015,Ongoing
Gosick,Winter,4.07,2010,2011
Legend of the Galactic Heroes: Overture to a New War,no data,4.06,1993,Ongoing
Hakuouki Movie 2: Warrior Spirit of the Blue Sky,no data,4.06,2014,Ongoing
Dragon Ball Z Kai: The Final Chapters,Spring,4.06,2014,2015
Yaoshenji 2nd Season,no data,4.06,2018,Ongoing
Hozuki's Coolheadedness OVA,no data,4.06,2015,Ongoing
Hanamonogatari,no data,4.06,2014,Ongoing
Beastars 2,Winter,4.06,2021,Ongoing
Psycho-Pass 3: First Inspector,no data,4.06,2020,Ongoing
Ghost in the Shell 2.0,no data,4.06,2008,Ongoing
Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-,no data,4.06,2016,Ongoing
Dou Po Cangqiong Specials,no data,4.06,2017,Ongoing
Scissor Seven,no data,4.06,2018,Ongoing
Saint Seiya: The Hades Chapter - Sanctuary,no data,4.06,2002,2003
The Case Study of Vanitas,Summer,4.06,2021,Ongoing
Log Horizon 2,Fall ,4.06,2014,2015
Transformers: The Movie,no data,4.06,1986,Ongoing
Minami: Kawaki wo Ameku,no data,4.06,2019,Ongoing
Spice and Wolf II OVA,no data,4.06,2009,Ongoing
Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,no data,4.06,2009,Ongoing
Blue Exorcist,Spring,4.06,2011,Ongoing
Broken Blade Movie 3: Scars from an Assassin's Blade,no data,4.06,2010,Ongoing
"Clannad: Another World, Tomoyo Chapter",no data,4.06,2008,Ongoing
Seraph of the End: Battle in Nagoya,Fall ,4.06,2015,Ongoing
Monthly Girls' Nozaki-kun,Summer,4.06,2014,Ongoing
Natsume's Book of Friends: Nyanko-sensei & The First Errand,no data,4.05,2013,Ongoing
"Legend of the Galactic Heroes: A Hundred Billion Stars, A Hundred Billion Lights",no data,4.05,1998,Ongoing
From the New World,Fall ,4.05,2012,2013
Wu Shen Zhuzai,no data,4.05,2020,Ongoing
Cardcaptor Sakura: The Movie 2: The Sealed Card,no data,4.05,2000,Ongoing
The Devil is a Part-Timer!,Spring,4.05,2013,Ongoing
Initial D Legend 2: Racer,no data,4.05,2015,Ongoing
Interstella 5555 - The 5tory of the 5ecret 5tar 5ystem,no data,4.05,2003,Ongoing
Xingchen Bian,no data,4.05,2018,Ongoing
Wan Jie Xian Zong 3rd Season,no data,4.05,2019,2020
Saiyuki Gaiden,no data,4.05,2011,2012
Junjou Romantica OVA,no data,4.05,2012,Ongoing
Tanaka-kun is Always Listless,Spring,4.05,2016,Ongoing
Hyouka,Spring,4.05,2012,Ongoing
Naruto,Fall ,4.05,2002,2007
Kono Oto Tomare!,Spring,4.05,2019,Ongoing
Mobile Suit Gundam: The Origin - Advent of the Red Comet,Spring,4.05,2019,Ongoing
Xingchen Bian 2nd Season,no data,4.05,2020,Ongoing
Blue Spring Ride,Summer,4.05,2014,Ongoing
DAKAICHI: I'm being harassed by the sexiest man of the year- Spain Arc,no data,4.05,2021,Ongoing
Kokoro Connect: Michi Random,no data,4.05,2012,Ongoing
Free! -Timeless Medley- The Promise,no data,4.05,2017,Ongoing
Ling Jian Zun 5th Season,no data,4.05,2021,Ongoing
Black Butler,Fall ,4.05,2008,2009
The Labyrinth of Grisaia,no data,4.05,2015,Ongoing
Detective Conan Movie 16: The Eleventh Striker,no data,4.05,2012,Ongoing
Saint Seiya: The Hades Chapter - Sanctuary: Yomigaerishi Gold Saint-tachi no Shinwa,no data,4.05,2003,Ongoing
Ushio and Tora TV (2016),Spring,4.05,2016,Ongoing
My Teen Romantic Comedy SNAFU TOO! OVA,no data,4.05,2016,Ongoing
Dragon Ball Super,Summer,4.05,2015,2018
Nanbaka 2nd Season,Winter,4.05,2017,Ongoing
Big Windup! 2,Spring,4.05,2010,Ongoing
Psycho-Pass: The Movie,no data,4.05,2015,Ongoing
Hi Score Girl: Extra Stage,no data,4.05,2019,Ongoing
Shirobako,Fall ,4.05,2014,2015
How to Keep a Mummy,Winter,4.05,2018,Ongoing
Kakuriyo: Bed & Breakfast for Spirits,Spring,4.04,2018,Ongoing
Sword Art Online: Alicization - War of Underworld: Part II,Summer,4.04,2020,Ongoing
Durarara!! Specials,no data,4.04,2010,2011
Stand By Me Doraemon 2,no data,4.04,2020,Ongoing
Poco's Udon World,Fall ,4.04,2016,Ongoing
Initial D Legend 1: Awakening,no data,4.04,2014,Ongoing
Perfect Blue,no data,4.04,1998,Ongoing
Neon Genesis Evangelion: The End of Evangelion,no data,4.04,1997,Ongoing
The Eden of Grisaia,Spring,4.04,2015,Ongoing
Working'!!,Fall ,4.04,2011,Ongoing
Girls und Panzer: Saishuushou 2,no data,4.04,2019,Ongoing
Naruto Shippuden Movie 6: Road to Ninja,no data,4.04,2012,Ongoing
Lupin III vs Detective Conan: The Movie,no data,4.04,2013,Ongoing
Jormungand,Spring,4.04,2012,Ongoing
Free! -Timeless Medley- The Bond,no data,4.04,2017,Ongoing
My Next Life as a Villainess: All Routes Lead to Doom!,Spring,4.04,2020,Ongoing
High School DxD NEW,Summer,4.04,2013,Ongoing
Detective Conan Movie 2: The Fourteenth Target,no data,4.04,1998,Ongoing
Hozuki's Coolheadedness OVA 2,no data,4.04,2017,Ongoing
Eden of the East,Spring,4.04,2009,Ongoing
Attack on Titan: Lost Girls,no data,4.04,2017,2018
Mobile Suit Gundam: The 08th MS Team,no data,4.04,1996,1999
Mobile Suit Gundam Wing: Endless Waltz Movie,no data,4.04,1998,Ongoing
My Teen Romantic Comedy SNAFU,Spring,4.04,2013,Ongoing
Wolf's Rain OVA,no data,4.04,2004,Ongoing
Berserk: Golden Age Arc I - The Egg of the King,no data,4.04,2012,Ongoing
The Quintessential Quintuplets,Winter,4.04,2019,Ongoing
Sket Dance OVA,no data,4.04,2013,Ongoing
Kaiji - Ultimate Survivor,Fall ,4.04,2007,2008
Spiritpact: Bond of The Underworld,Winter,4.04,2018,Ongoing
Neon Genesis Evangelion,Fall ,4.04,1995,1996
"The Night is Short, Walk On Girl",no data,4.04,2017,Ongoing
Orange,Summer,4.04,2016,Ongoing
Tian Bao Fuyao Lu,no data,4.04,2020,Ongoing
Aggretsuko,Spring,4.03,2018,Ongoing
Fanren Xiu Xian Chuan,no data,4.03,2020,Ongoing
Xue Ying Lingzhu Zhi Qiyu Pian,no data,4.03,2020,Ongoing
Detective Conan Movie 21: Kara Kurenai no Love Letter,no data,4.03,2017,Ongoing
Kuroko's Basketball Movie 1: Winter Cup Highlights -Shadow and Light-,no data,4.03,2016,Ongoing
YOASOBI: Kaibutsu,no data,4.03,2021,Ongoing
Detective Conan Movie 1: The Time Bombed Skyscraper,no data,4.03,1997,Ongoing
The Morose Mononokean II,Winter,4.03,2019,Ongoing
The Garden of Sinners Movie 2: ...And Nothing Heart. (Murder Speculation Part A),no data,4.03,2007,Ongoing
Broken Blade Movie 6: Fortress of Lamentation,no data,4.03,2011,Ongoing
Hakuouki Movie 1: Wild Dance of Kyoto,no data,4.03,2013,Ongoing
Beastars,Fall ,4.03,2019,Ongoing
Ride Your Wave,no data,4.03,2019,Ongoing
Goblin Slayer,Fall ,4.03,2018,Ongoing
Death Billiards,no data,4.03,2013,Ongoing
D.Gray-man,Fall ,4.03,2006,2008
Broken Blade Movie 2: The Path of Separation,no data,4.03,2010,Ongoing
Silver Fang,no data,4.03,1986,Ongoing
Kase-san & Morning Glories,no data,4.03,2018,Ongoing
Ascendance of a Bookworm OVA,no data,4.03,2020,Ongoing
Pokemon: The Origin,no data,4.03,2013,Ongoing
The Eccentric Family 2,Spring,4.03,2017,Ongoing
The Anthem of the Heart,no data,4.03,2015,Ongoing
Free! Dive to the Future: Build-Up of Early Spring!,no data,4.03,2018,Ongoing
Magic Kaito,no data,4.03,2010,2012
Detective Conan Movie 12: Full Score of Fear,no data,4.03,2008,Ongoing
Free! Eternal Summer,Summer,4.03,2014,Ongoing
Tamako Love Story,no data,4.03,2014,Ongoing
Rurouni Kenshin: Special Techniques,no data,4.03,1997,Ongoing
Seitokai Yakuindomo* OVA,no data,4.02,2014,2020
The Melancholy of Haruhi Suzumiya,Spring,4.02,2006,Ongoing
Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up),no data,4.02,2017,Ongoing
Noragami OVA,no data,4.02,2014,Ongoing
Phantom: Requiem for the Phantom,Spring,4.02,2009,Ongoing
Durarara!! X2: My Heart Is in the Pattern of a Hot Pot,no data,4.02,2015,Ongoing
The Misfit of Demon King Academy,Summer,4.02,2020,Ongoing
Free! Dive to the Future,Summer,4.02,2018,Ongoing
Zombie Land Saga Revenge,Spring,4.02,2021,Ongoing
Mob Psycho 100 II: The First Spirits and Such Company Trip - A Journey that Mends the Heart and Heals the Soul,no data,4.02,2019,Ongoing
Real Girl 2nd Season,Winter,4.02,2019,Ongoing
Kuroko's Basketball: Let's Do That Again,no data,4.02,2014,Ongoing
The World is Still Beautiful,Spring,4.02,2014,Ongoing
High School DxD BorN,Spring,4.02,2015,Ongoing
xxxHOLiC Movie: A Midsummer Night's Dream,no data,4.02,2005,Ongoing
Is It Wrong to Try to Pick Up Girls in a Dungeon? III,Fall ,4.02,2020,Ongoing
Girls' Last Tour,Fall ,4.02,2017,Ongoing
Date a Live: Encore OVA,no data,4.02,2014,Ongoing
Blood Blockade Battlefront & Beyond,Fall ,4.02,2017,Ongoing
Lucky Star OVA,no data,4.02,2008,Ongoing
When They Cry: Higurashi,Spring,4.02,2006,Ongoing
Baby Steps,Spring,4.02,2014,Ongoing
Final Fantasy VII: Advent Children,no data,4.02,2005,Ongoing
Psycho-Pass SS: Case. 3 - Onshuu no Kanata ni,no data,4.02,2019,Ongoing
The Cat Returns,no data,4.02,2002,Ongoing
Yumeiro Pâtissière,Fall ,4.02,2009,2010
D.Gray-man Hallow,Summer,4.02,2016,Ongoing
Sword Art Online Movie: Ordinal Scale,no data,4.02,2017,Ongoing
Wushang Shen Di 2nd Season,no data,4.02,2021,Ongoing
Hungry Days x One Piece,no data,4.02,2019,2020
Paprika,no data,4.02,2006,Ongoing
Revue Starlight Movie,no data,4.02,2021,Ongoing
Magical Girl Lyrical Nanoha A's,Fall ,4.02,2005,Ongoing
Liz and the Blue Bird,no data,4.02,2018,Ongoing
Thunderbolt Fantasy 3,Spring,4.02,2021,Ongoing
Detective Conan OVA 10: Kid in Trap Island,no data,4.02,2010,Ongoing
Attack on Titan: Ilse's Notebook,no data,4.02,2013,2014
